hash,msg,parents,is_merge,files
bf6b461cbce12c087c4f65c315d7922061deb6b7,"Revert ""Workaround for missing Windows wheels for matplotlib-3.9.1 #1031""

No longer needed.

This reverts commit 21db0d704f8650b56db59e069e5580c41666646c.",['db1f0319d5c21bb63507d40f63e101c79751bd53'],False,['server.py']
fdbfb43dc58cf2db4a0b4d4483bb2570bae5458c,Fix invisible entry in inpaint context drop down #975,['bf6b461cbce12c087c4f65c315d7922061deb6b7'],False,['persistence.py']
065a917d4c199fc7e3f088c370eb5cb27f7fee41,Fix assertion when selecting a prompt text edit for a region linked to an empty group layer #990,['fdbfb43dc58cf2db4a0b4d4483bb2570bae5458c'],False,['region.py']
2704826570cbd6bffcba3c289aafc23f585102b0,Add some missing strings for translations #1041,['065a917d4c199fc7e3f088c370eb5cb27f7fee41'],False,"['settings.py', 'settings.py']"
a599368827bb3ecd85eeb07ad0fde121079a293e,"Split Danbooru tags into SFW and NSFW, re-add e621. (#1043)

* Skip first line when loading CSVs, use it for column names.

* Truncate tags: remove artists, settings and characters < 50; general and meta concepts < 20 (they're easier to learn).

* Regenerate Danbooru tags separated into SFW and NSFW set.

* Re-add e621 tags, split into SFW and NSFW sections.
Add a README documenting the creation process.",['2704826570cbd6bffcba3c289aafc23f585102b0'],False,"['Danbooru NSFW.csv', 'Danbooru.csv', 'README.md', 'e621 NSFW.csv', 'e621.csv', 'autocomplete.py']"
ebead479beb378ea09f0a8c91008519d587010cc,Make control layers work in animation workspace #425,['a599368827bb3ecd85eeb07ad0fde121079a293e'],False,"['control.py', 'layer.py', 'model.py', 'region.py', 'animation.py']"
68070ba041ac497f85557f1a7b10f1a37d54dc64,Fix assertion when running the same upscale job twice (execution cached),['ebead479beb378ea09f0a8c91008519d587010cc'],False,['comfy_client.py']
09c2d8b6467858afea32c6892f83a9193c6e514a,Minor tweaks to tag list,['68070ba041ac497f85557f1a7b10f1a37d54dc64'],False,"['resources.py', 'settings.py', 'settings_widgets.py']"
a9aa9ad8228509dbf4ee5aea7976c49a1a4e930c,Fix some typos and update translations,['09c2d8b6467858afea32c6892f83a9193c6e514a'],False,"['es.json', 'fr.json', 'ja.json', 'new_language.json.template', 'pt-br.json', 'ru.json', 'tr.json', 'zh-cn.json', 'zh-tw.json', 'region.py', 'upscale.py']"
2e47b2394c2e1bf27f15b30836b40a7f4459fa84,Update translation,['a9aa9ad8228509dbf4ee5aea7976c49a1a4e930c'],False,['ja.json']
2e0f71434909cc1ea5d1536de960876547cc3a90,Test for receiving images via s3/r2,['2e47b2394c2e1bf27f15b30836b40a7f4459fa84'],False,"['cloud_client.py', 'test_pod.py']"
d8b3754206834b5f8dce6b8aa82b83912daa218d,Rename worker image transfer test,['2e0f71434909cc1ea5d1536de960876547cc3a90'],False,"['api.py', 'pyproject.toml', 'test_image_transfer.py']"
ec4a30fa1c1691355ce8eafcdc4dbffe8b55c1c6,Make file server work with url-encoded keys,['d8b3754206834b5f8dce6b8aa82b83912daa218d'],False,['file_server.py']
8bb3ed3e776fb4d2d93998e076f10cf36afda63d,Improve error message when trying to send really large image (>16k),['ec4a30fa1c1691355ce8eafcdc4dbffe8b55c1c6'],False,"['api.py', 'cloud_client.py', 'pyproject.toml']"
ac9d927118206e98d177f324c2264c2ba53eb07f,"Ignore non-supported control layers instead of throwing an error
- UI already shows a red ""not supported"" hint, which should be enough to avoid confusion",['8bb3ed3e776fb4d2d93998e076f10cf36afda63d'],False,"['control.py', 'region.py']"
4b3866519249ae0bac918824cf20dd67c1ef84d8,Fix error when selection is small but context is (very) large,['ac9d927118206e98d177f324c2264c2ba53eb07f'],False,['workflow.py']
d3e1767bd95f528ffdc40d2aa18fb89f425490f7,Phase out LCM/Lightning,['4b3866519249ae0bac918824cf20dd67c1ef84d8'],False,"['samplers.json', 'style.py']"
f2c3b59ae7e55668097ccd6c0a487e2cf6753ea8,Update inpaint-nodes to fix performance issue with inpaint mask grow on super high resolutions,['d3e1767bd95f528ffdc40d2aa18fb89f425490f7'],False,['resources.py']
7df760f9e4b2083c7d7d440b688f0f1536d5b586,Remember last used translation setting #1087,['f2c3b59ae7e55668097ccd6c0a487e2cf6753ea8'],False,['persistence.py']
687dba01e50aa7d8b0489d80995fbc76c7180453,Fix error when using high strength refine region with sd3/flux,['7df760f9e4b2083c7d7d440b688f0f1536d5b586'],False,['workflow.py']
5c8303e3ca961e4a761e6d8b8ef8a8e5ba1d2f2a,"Disable clip skip and other advanced checkpoint settings for base models and text encoders that don't support it (flux, sd3)",['687dba01e50aa7d8b0489d80995fbc76c7180453'],False,"['resources.py', 'style.py', 'workflow.py']"
4b89f2b64348ebd0e73160bfaeb96b4387f33048,Implement Lora file upload for cloud client,['5c8303e3ca961e4a761e6d8b8ef8a8e5ba1d2f2a'],False,"['.gitignore', 'api.py', 'cloud_client.py', 'style.py', 'util.py', 'workflow.py', 'conftest.py', 'test_workflow.py']"
6e17f584233315346556f25ae7a42e410f6871f1,Maximum file size for LoRA uploads,['4b89f2b64348ebd0e73160bfaeb96b4387f33048'],False,"['cloud_client.py', 'style.py']"
a75cb52d002b554905074ec030e6285783135f3e,Make installed pytorch version less restrictive,['6e17f584233315346556f25ae7a42e410f6871f1'],False,['server.py']
6fb320e687dabb7b30ba36ac0967d79917f8e141,File management which supports local & remote files based on Qt list model,['a75cb52d002b554905074ec030e6285783135f3e'],False,"['cloud_client.py', 'files.py', 'root.py', 'style.py', 'settings.py', 'settings_widgets.py', 'style.py', 'workflow.py', 'pytest.ini', 'test_image_transfer.py', 'test_workflow.py']"
0895798664d35a0c5c25bf8487ca3659434a7283,Refactor file list,['6fb320e687dabb7b30ba36ac0967d79917f8e141'],False,"['cloud_client.py', 'files.py', 'root.py', 'style.py', 'workflow.py', 'test_workflow.py']"
195166ab9cf5fb51e06f4eb2584ffb299b903bb7,Add UI/button for uploading lora from local file,['0895798664d35a0c5c25bf8487ca3659434a7283'],False,"['client.py', 'cloud_client.py', 'files.py', 'upload-dark.svg', 'upload-light.svg', 'style.py', 'util.py']"
2dfa5678446431ed70214ce2224b11ea0841b87c,Actually set the SHA256 header for model upload,['195166ab9cf5fb51e06f4eb2584ffb299b903bb7'],False,"['cloud_client.py', 'network.py']"
2a27e3df34702e67c691e90f3ced89d6ebcf42b2,Improve common error message #1109,['2dfa5678446431ed70214ce2224b11ea0841b87c'],False,"['server.py', 'test_server.py']"
443581f04a8962b36984ad730f3515e657008e0d,Allow to continue incomplete installation,['2a27e3df34702e67c691e90f3ced89d6ebcf42b2'],False,['server.py']
6e8fccc9736d1127c56617e75ab4bd9585185b72,Progress feedback for Lora uploads,['443581f04a8962b36984ad730f3515e657008e0d'],False,"['client.py', 'cloud_client.py', 'queue-upload-dark.svg', 'queue-upload-light.svg', 'jobs.py', 'model.py', 'network.py', 'generation.py', 'theme.py', 'widget.py']"
0a2fdb431a741fe8d4d3fe740b28e3e2d3b7d6ac,Implement Lora upload for managed/custom comfy server,['6e8fccc9736d1127c56617e75ab4bd9585185b72'],False,"['client.py', 'cloud_client.py', 'comfy_client.py', 'files.py', 'network.py', 'style.py', 'widget.py', 'pytest.ini']"
3f0b429c1dd8116f54e83dd00216fea09b0084f9,Retrieve max model upload size from server,['0a2fdb431a741fe8d4d3fe740b28e3e2d3b7d6ac'],False,"['cloud_client.py', 'style.py']"
77b50672c8777653552bb29b9e865dab0718adcf,"Move file db, register loras in cloud client",['3f0b429c1dd8116f54e83dd00216fea09b0084f9'],False,"['cloud_client.py', 'files.py']"
af8d56dd7e9579f273d552c00e589a9a4d3fe20c,Store file metadata such as default lora strength and triggers,['77b50672c8777653552bb29b9e865dab0718adcf'],False,"['comfy_client.py', 'files.py', 'model.py', 'text.py', 'workflow.py', 'test_files.py', 'test_text.py', 'test_workflow.py']"
36a6028922746dd472b5ef1a04315091f2f3a7df,Lora UI extensions and fixes,['af8d56dd7e9579f273d552c00e589a9a4d3fe20c'],False,"['client.py', 'cloud_client.py', 'settings_widgets.py', 'style.py', 'workflow.py', 'test_workflow.py']"
7f1fa6f50b1e5e6a33d98747202dbff4dba34f28,Adapt & add tests,['36a6028922746dd472b5ef1a04315091f2f3a7df'],False,"['__init__.py', 'comfy_client.py', 'resources.py', 'test_client.py', 'test_workflow.py']"
93edeb05e21f1a492f83d6e71c27b8aeb39dc039,Improve default strength button UI,['7f1fa6f50b1e5e6a33d98747202dbff4dba34f28'],False,"['settings_widgets.py', 'style.py', 'widget.py']"
b49c46d028c568fb5a52960940c3d0d48f623d8c,"Remove asyncio.timeout, not available in Python 3.10",['93edeb05e21f1a492f83d6e71c27b8aeb39dc039'],False,['test_client.py']
12304ad459ba61ff033092c7bcf1d5c3323bb19a,Update ComfyUI and custom node versions,['b49c46d028c568fb5a52960940c3d0d48f623d8c'],False,"['resources.py', 'test_service.py', 'test_workflow.py']"
b97b9671c4748607242475860c6ca31d0b40ffb1,Fix client websocket/job loops not being closed when breaking out the message loop,['12304ad459ba61ff033092c7bcf1d5c3323bb19a'],False,"['client.py', 'cloud_client.py', 'comfy_client.py', 'connection.py', 'test_workflow.py']"
a9d4cbb2221a36add894ea400be9e45cae2b18c0,Increase safe remove limit (giant png image in controlnet_aux repo...),['b97b9671c4748607242475860c6ca31d0b40ffb1'],False,['server.py']
4266c7d7e0e4ad479d2fe1214025de944fc0e5e0,"Update ru.json (09.08.2024) (#1050)

Update ru.json",['a9d4cbb2221a36add894ea400be9e45cae2b18c0'],False,['ru.json']
5bc7cc375226c4610d8b1a49b073f6d47e2385ed,Update es.json and  pt-br.json (#1057),['4266c7d7e0e4ad479d2fe1214025de944fc0e5e0'],False,"['es.json', 'pt-br.json']"
81ce9a8b165c5c12960d4b84115ea47c869552c9,Add Thai language interface,['5bc7cc375226c4610d8b1a49b073f6d47e2385ed'],False,['th.json']
f94aaae2d8a58b1f8e9bd6c45ace4fbf9d21ed28,Add Korean,['81ce9a8b165c5c12960d4b84115ea47c869552c9'],False,['ko.json']
1c460c4a0c7cf28a20e9922a97690b8f4f2bc3b2,Update japanese translation #1088,['f94aaae2d8a58b1f8e9bd6c45ace4fbf9d21ed28'],False,['ja.json']
48c71253f4956ededbf4ef6c33ab6d3c4607c614,Make Lora autocomplete use the files model,['1c460c4a0c7cf28a20e9922a97690b8f4f2bc3b2'],False,"['autocomplete.py', 'docker.py']"
9d0140eb74c73b59f4d6785df61da84649b5f8a1,"Update translation files with strings for the Lora UI additions
- append new strings at the bottom",['48c71253f4956ededbf4ef6c33ab6d3c4607c614'],False,"['es.json', 'fr.json', 'ja.json', 'ko.json', 'pt-br.json', 'ru.json', 'th.json', 'tr.json', 'zh-cn.json', 'zh-tw.json', 'style.py', 'translation.py']"
5caa8400e686a337c01d81d12ae6a6e934191056,Fix seed assignment for batch requests.,['9d0140eb74c73b59f4d6785df61da84649b5f8a1'],False,['model.py']
36b152ff1dc2ca3a348ec0c6b510b61ae4551e07,Log missing custom nodes,['5caa8400e686a337c01d81d12ae6a6e934191056'],False,"['comfy_client.py', 'test_service.py']"
c921d43be362c3b66146ea68063ca0d1606d3378,Button to duplicate a style #1084,['36b152ff1dc2ca3a348ec0c6b510b61ae4551e07'],False,"['style.py', 'style.py', 'test_settings.py']"
0a92b4dcf9073083a709e82ec56efcf33ac9641e,Update language template for next version,['c921d43be362c3b66146ea68063ca0d1606d3378'],False,"['es.json', 'fr.json', 'ja.json', 'ko.json', 'new_language.json.template', 'pt-br.json', 'ru.json', 'th.json', 'tr.json', 'zh-cn.json', 'zh-tw.json']"
6f2a607bf8de0c9eb0a0b2441ce68768d372057c,"Pin numpy version on windows #1135
Torch 2.3 is not compatible with numpy 2.x",['0a92b4dcf9073083a709e82ec56efcf33ac9641e'],False,['server.py']
e74506c2ef8ab12df76b6240c416f33c7ad925ae,Fix Lora sorting #1139,['6f2a607bf8de0c9eb0a0b2441ce68768d372057c'],False,"['files.py', 'test_files.py']"
55b7a4113258b01484a87a8ac2b09dead3dc1e69,Workaround to prevent Lora folder filter from changing existing selections #1138,['e74506c2ef8ab12df76b6240c416f33c7ad925ae'],False,['style.py']
8d63f3166756a05be39ee2669255810fcd74c5eb,"Update managed server install: Python->3.11.9, Torch->2.4.1 #965
- CUDA -> 12.4
- DirectML stays at Torch 2.3.1 with Numpy 1.x",['55b7a4113258b01484a87a8ac2b09dead3dc1e69'],False,['server.py']
49e6a109872092fb206fffd36fa2e60c726f976f,"Support selecting diffusion models like checkpoints #1104
- load matching text and image encoders",['8d63f3166756a05be39ee2669255810fcd74c5eb'],False,"['client.py', 'comfy_client.py', 'comfy_workflow.py', 'files.py', 'resources.py', 'root.py', 'style.py', 'settings_widgets.py', 'style.py', 'theme.py', 'workflow.py', 'test_client.py']"
d338075b7ac2eaa3b70a98d499091c1c3d3a699c,Better errors when using incompatible lora,['49e6a109872092fb206fffd36fa2e60c726f976f'],False,"['resources.py', 'workflow.py', 'test_client.py']"
dd8ddd79d1574855f974af67e959e5fca702b0fc,Explicitly specify encoding when opening text files,['d338075b7ac2eaa3b70a98d499091c1c3d3a699c'],False,"['localization.py', 'test_server.py']"
3b66d33bc8f0f98e68590345c990e91732a05998,Add discord server to readme and plugin widget welcome tab,['dd8ddd79d1574855f974af67e959e5fca702b0fc'],False,"['README.md', 'logo-128.png', 'diffusion.py']"
6880848e36ee6153fb3d5a221e4c4360ed2615db,Support GGUF models #1104,['3b66d33bc8f0f98e68590345c990e91732a05998'],False,"['comfy_client.py', 'comfy_workflow.py', 'resources.py', 'workflow.py']"
3ce781a628a6c689605e1e968d7d40e600a45e70,Support GGUF version of T5,['6880848e36ee6153fb3d5a221e4c4360ed2615db'],False,"['comfy_client.py', 'resources.py']"
3d8c20ca03f3190c39634c83c974161c2983c280,Install GGUF loader for managed server (but it's optional for custom comfy installs),['3ce781a628a6c689605e1e968d7d40e600a45e70'],False,"['resources.py', 'server.py', 'docker.py']"
898a618c869ace7c313ba951691719e9c1db9e8e,Add some extra type annotations required by latest pyright to infer Qt signal type,['3d8c20ca03f3190c39634c83c974161c2983c280'],False,"['generation.py', 'widget.py']"
caf1e93ef59f6b83a52609a09532c1a90c45ec1e,Rename SDVersion -> Arch,['898a618c869ace7c313ba951691719e9c1db9e8e'],False,"['__init__.py', 'api.py', 'client.py', 'cloud_client.py', 'comfy_client.py', 'comfy_workflow.py', 'control.py', 'model.py', 'resolution.py', 'resources.py', 'root.py', 'server.py', 'style.py', 'server.py', 'style.py', 'theme.py', 'widget.py', 'workflow.py', 'download_models.py', 'config.py', 'test_client.py', 'test_resolution.py', 'test_server.py', 'test_service.py', 'test_workflow.py']"
c8c13f591453fd461bf03e6f32644a08f58f9874,Limit number of tiles in tiled upscale for very large resolutions,['caf1e93ef59f6b83a52609a09532c1a90c45ec1e'],False,"['workflow.py', 'test_workflow.py']"
e41ce921c8eb3e32ca38b349357142fd9c272ab7,"Add some controlnet models for flux (xlabs canny, xlabs depth, mistoline)",['c8c13f591453fd461bf03e6f32644a08f58f9874'],False,['resources.py']
61241497dc34a80f380a5dcb70fdca496f798f3c,More generation metadata and option to select style used from history #1040 #1172,['e41ce921c8eb3e32ca38b349357142fd9c272ab7'],False,"['jobs.py', 'model.py', 'generation.py', 'util.py']"
e02395ab2522cf497be3a43b996e0cd20526e8ed,Update resources and download_models script,['61241497dc34a80f380a5dcb70fdca496f798f3c'],False,"['resources.py', 'workflow.py', 'download_models.py']"
09b6060e85bb710840ba0276fa2f723cffe12b4e,Allow setting proxy via env for download_models script #1160,['e02395ab2522cf497be3a43b996e0cd20526e8ed'],False,['download_models.py']
a0ed664e01e7301b77be250fc3722f5922549429,"Fix resource paths, clarify flux ipa error message",['09b6060e85bb710840ba0276fa2f723cffe12b4e'],False,"['cloud_client.py', 'control.py', 'resources.py']"
2139ab2f3b0270e3253a3098f73d52c155eb9289,Update ru.json to v1.23.0 (#1134),['a0ed664e01e7301b77be250fc3722f5922549429'],False,['ru.json']
bedd68adea5de8079e687838ec141fdf5ce09830,Update translation strings,['2139ab2f3b0270e3253a3098f73d52c155eb9289'],False,"['es.json', 'fr.json', 'ja.json', 'ko.json', 'new_language.json.template', 'pt-br.json', 'ru.json', 'th.json', 'tr.json', 'zh-cn.json', 'zh-tw.json']"
9f78a4c9dd734a50d3fdc89dfe599a688dac62a1,Optimize test order (fewer model reloads),['bedd68adea5de8079e687838ec141fdf5ce09830'],False,['conftest.py']
13e613ff6a52142f7e74c139600d4710ba65ea13,"Use the style's guidance slider (cfg scale) value as flux guidance
- flux dev/schnell have baked cfg, but this has similar behavior",['9f78a4c9dd734a50d3fdc89dfe599a688dac62a1'],False,"['comfy_workflow.py', 'flux-schnell.json']"
8f7395c3762f78b03f0f63099128c7d6fd24b3e5,Fix missing dependency for docker image and add flux dev as resource,['13e613ff6a52142f7e74c139600d4710ba65ea13'],False,"['__init__.py', 'resources.py', 'Dockerfile']"
e6301fb1754f3bfb43afaf5412f8ab2efa807c03,Update pre-built windows insightface whl for Python 3.11 #1186,['8f7395c3762f78b03f0f63099128c7d6fd24b3e5'],False,['server.py']
dab57babb4ff4f10a22534a9e2ced9a1b6513aaf,Update japanese translation #1185,['e6301fb1754f3bfb43afaf5412f8ab2efa807c03'],False,['ja.json']
1ca5ed9ac50381e91c41ef272e7c40ae932aeb4f,Flux inpaint support (AliMama CN),['dab57babb4ff4f10a22534a9e2ced9a1b6513aaf'],False,"['comfy_workflow.py', 'resolution.py', 'resources.py', 'flux.json', 'workflow.py']"
1f64d333edb87b45db99a42bd99720107fae4bcd,Pin onnx version #1033 #1186,['1ca5ed9ac50381e91c41ef272e7c40ae932aeb4f'],False,['server.py']
4dd70f0a8a42bd39baebdbe36aa70abc1ba6c49d,Better error message when inpaint CN for Flux is not installed,['1f64d333edb87b45db99a42bd99720107fae4bcd'],False,['workflow.py']
36ced0d99ef6fa105cd62d6c2e1d003511fb1cb8,Fix CERTIFICATE_VERIFY_FAILED errors on macOS (#1181),['4dd70f0a8a42bd39baebdbe36aa70abc1ba6c49d'],False,['comfy_client.py']
044be269091422eafc90045d3a6bb554c212dafd,Downloader: use truststore for system cert trust when available.,['36ced0d99ef6fa105cd62d6c2e1d003511fb1cb8'],False,"['requirements.txt', 'download_models.py']"
